REC_ID,COMPANY,DISPOSITION_TYPE,PRIMARY_CRIME_CODE,USAO,COUNTRY,DATE,FINE,TOTAL_PAYMENT,AGMT_YEAR
605,Johnson & Johnson,DP,FCPA,USDOJ - Criminal Division - Fraud Section,United States,1/14/2011,21400000,21400000,2011
358,"Johnson Matthey, Inc.",plea,Environmental,USDOJ - Environment & Natural Resources Division,United States,12/3/2008,2250000,3000000,2008
2831,Jolin Enterprises Inc.,plea,Wildlife,South Carolina,United States,3/27/2000,,30000,2000
1642,Jones Island Club Inc.,plea,Other,North Carolina - Eastern District,United States,5/1/2007,25000,25000,2007
359,Joseph Daniel Co.,plea,Fraud - General,"Illinois - Southern District,Missouri - Eastern District",United States,1/30/2003,0,1847964,2003
360,Julie's Cafe,plea,Immigration,Wisconsin - Eastern District,United States,10/17/2005,20000,20000,2005
1644,Just For Me Inc.,plea,Money Laundering,North Dakota,United States,6/4/2007,0,65559,2007
137,K Line Logistics,plea,Antitrust,District of Columbia,United States,9/4/2013,3507246,3507246,2013
1645,K&K Flooring Inc.,plea,Bank Secrecy Act,Virginia - Eastern District,United States,10/10/2012,0,100000,2012
1646,K.S. Inc.,plea,Environmental,Hawaii,United States,3/31/2006,40000,40000,2006
1647,KAJACS Contractors Inc.,plea,Fraud - General,Missouri - Eastern District,United States,6/24/2002,48000,138772,2002
70,KBL (Switzerland) Ltd.,NP,Fraud - Tax,USDOJ - Tax Division,Switzerland,11/10/2015,18792000,18792000,2015
2833,KCS Industries Inc.,plea,Fraud - Tax,Connecticut,United States,5/3/2000,350000,350000,2000
1648,KHM Inc.,plea,Fraud - General,"Georgia - Northern District,Georgia - Northern District (Economic Crime Section)",United States,6/12/2008,12000,12000,2008
365,"KIK (Virginia), LLC",plea,Environmental,Virginia - Western District,United States,4/27/2009,75000,100000,2009
2834,KK Glass Inc.,plea,Other,USDOJ - Antitrust Division,United States,10/20/2000,285000,285000,2000
1649,KKP Corp.,plea,Fraud - General,Massachusetts,United States,3/6/2002,0,3745302,2002
1650,KL Group LLC,plea,Fraud - General,Florida - Southern District,United States,7/18/2008,0,78525567,2008
607,KPMG,DP,Fraud - Tax,New York - Southern District,United States,8/1/2005,128000000,456000000,2005
3024,KTX Ltd.,plea,Environmental,Texas - Eastern District,United States,10/13/2016,3300000,3300000,2016
3025,"KTX Properties, Inc.",plea,Environmental,Texas - Eastern District,United States,10/13/2016,3300000,3300000,2016
1653,Kahn Cattle Farm Co. LLC,plea,Environmental,Georgia - Northern District,United States,3/28/2005,170000,265664,2005
1654,Kait Corp.,plea,Food,California - Central District,United States,12/1/2008,25000,25000,2008
1656,Kal Nelson Aviation Inc.,plea,Import / Export,California - Central District,United States,8/9/2006,1000000,1000000,2006
361,Kam-Tech Systems Ltd.,plea,False Statements,California - Central District,Israel,6/18/2003,25000,30000,2003
2613,"Kanowitz Fruit & Produce, Inc.",plea,Antitrust,New York - Southern District,United States,10/18/2001,0,2270000,2001
362,Karlog Shipping Co. Ltd.,plea,Act to Prevent Pollution from Ships,New York - Eastern District,Greece,12/7/2005,1000000,1000000,2005
1657,Karuna Nidhi Inc.,plea,Controlled substances / Drugs / Meth Act,Georgia - Northern District,United States,4/10/2006,31950,31950,2006
1658,Kary Enterprises Inc.,plea,Other,New York - Western District,United States,6/30/2009,140000,140000,2009
1659,Kashiba Inc.,plea,Controlled substances / Drugs / Meth Act,Georgia - Northern District,United States,12/5/2006,36000,36000,2006
1660,Kason Industries Inc.,plea,Antitrust,USDOJ - Antitrust Division,United States,8/17/2010,3300000,3300000,2010
1661,Kassian Maritime Navigation Agency Ltd.,plea,Act to Prevent Pollution from Ships,USDOJ - Environment & Natural Resources Division,Greece,8/17/2007,1000000,1300000,2007
1663,Katun Corp.,plea,Fraud - General,Minnesota,United States,2/6/2004,5000000,11000000,2004
2975,"Kaven Co., Inc.",plea,Import / Export,USDOJ - Criminal Division (California - Southern District),United States,10/9/2015,12500,62500,2015
2615,"Kawasaki Kisen Kaisha, LTD.",plea,Antitrust,USDOJ - Antitrust Division,Japan,11/18/2014,67000000,67000000,2014
2616,Kayaba Industry Co. Ltd.,plea,Antitrust,USDOJ - Antitrust Division (Chicago),United States,11/2/2015,62000000,62000000,2015
2964,"Kayaba Industry Co., Ltd.",plea,Antitrust,USDOJ - Antitrust Division (Chicago),Japan,11/2/2015,62000000,62000000,2015
1664,Kaydon Corp.,plea,False Statements,Connecticut,United States,4/11/2001,1000000,1000000,2001
3105,"Kearney Hospitality, INC.",plea,Immigration,Nebraska,United States,5/11/2016,150000,150000,2016
1665,Keller Medical Service Inc.,plea,Fraud - General,Arkansas - Eastern District,United States,10/12/2001,0,310058,2001
363,"Kellogg Brown & Root, LLC",plea,FCPA,"Texas - Southern District (Financial Litigation),USDOJ - Criminal Division - Fraud Section",United States,2/12/2009,402000000,402000000,2009
1666,Ken-Dec Inc.,plea,Environmental,Kentucky - Western District,United States,6/9/2010,700000,700000,2010
1667,KenAmerican Resources Inc.,plea,Fraud - General,Kentucky - Western District,United States,11/3/2003,306000,306000,2003
1668,"Kendiesel, Inc.",plea,Fraud - General,New Jersey,United States,2/28/2013,260000,356661,2013
1669,"Kennedy Mint, Inc.",plea,Environmental,Ohio - Northern District,United States,9/9/2013,0,330893,2013
1670,Keoje Marine Co. Ltd.,plea,Act to Prevent Pollution from Ships,Hawaii,South Korea,1/12/2012,900000,1150000,2012
1671,Kerrville Painting Co. Inc.,plea,Environmental,Arkansas - Eastern District,United States,11/29/2004,0,324613,2004
3062,"Kevin P. Mason Builder, LLC",plea,Other,Florida - Southern District,United States,12/2/2016,15000,15000,2016
1673,Keysor-Century Corp.,plea,Fraud - General,USDOJ - Criminal Division,United States,9/10/2004,3000000,3133000,2004
364,Keystone Hatcheries,plea,Wildlife,Indiana - Northern District,United States,6/23/2011,40000,75000,2011
1674,Kie-Con Inc.,plea,Environmental,California - Northern District,United States,9/9/2011,3500000,5000000,2011
1675,Kimball Oil Co Inc.,plea,Environmental,Louisiana - Middle District,United States,3/6/2001,10000,10140,2001
1676,Kincaid Enterprises Inc.,plea,Environmental,West Virginia - Southern District,United States,10/24/2005,20000,20000,2005
1677,Kinder Caviar Inc.,plea,Wildlife,"Ohio - Southern District,USDOJ - Environment & Natural Resources Division - Environmental Crimes Section",United States,7/31/2012,5000,5000,2012
1678,Kinder Morgan Port Manatee Terminal LLC,plea,Environmental,Florida - Middle District,United States,6/22/2010,750000,1000000,2010
1679,"Kintetsu World Express, Inc.",plea,Antitrust,USDOJ - Antitrust Division,Japan,12/21/2012,10465677,10465677,2012
1680,"Kirpa, LLC",plea,Fraud - Health Care,Missouri - Eastern District,United States,7/12/2013,10000,842713,2013
2836,Kirsch Inc.,plea,Environmental,Connecticut,United States,9/22/2000,1500000,3000000,2000
1681,Klement Sausage Co. Inc.,plea,FDCA / Pharma,Wisconsin - Eastern District,United States,10/20/2010,50000,50000,2010
1682,Kmtex Inc.,plea,Environmental,Texas - Eastern District,United States,12/16/2003,50000,50000,2003
2837,Koch Petroleum Group,plea,Environmental,Minnesota,United States,3/3/2000,6000000,8000000,2000
366,Koch Petroleum Group L.P.,plea,Environmental,Texas - Southern District,United States,4/13/2001,6000000,8000000,2001
2617,"Koito Manufacturing Co., Ltd.",plea,Antitrust,USDOJ - Antitrust Division,Japan,2/11/2014,56600000,56600000,2014
3050,"Kolon Industries, Inc.",plea,Other,Virginia - Eastern District|USDOJ - Criminal Division - Fraud Section|USDOJ - Criminal Division - Computer Crime and Intellectual Property Section,United States,5/1/2015,85000000,360000000,2015
2618,Koninklijke Luchtvaart Maatschappij N.V.,plea,Antitrust,"USDOJ - Antitrust Division,USDOJ - Antitrust Division (San Francisco)",Netherlands,7/22/2008,140000000,140000000,2008
367,Koo's Shipping Co. S.A.,plea,Act to Prevent Pollution from Ships,District of Columbia,Taiwan,4/4/2011,750000,1000000,2011
1683,Koppers Industries Inc.,plea,Environmental,"Alabama - Northern District,USDOJ - Environment & Natural Resources Division",United States,12/16/2002,2100000,2100000,2002
368,Korean Airlines Co. Ltd.,plea,Antitrust,USDOJ - Antitrust Division,South Korea,8/24/2007,300000000,300000000,2007
606,Kos Pharmaceuticals,DP,Kickbacks,"Louisiana - Middle District,USDOJ - Criminal Division - Fraud Section",United States,12/7/2010,3360000,3360000,2010
3101,Kosmos Cement Co.,plea,OSHA / Workplace Safety / Mine Safety,Kentucky - Western District,United States,4/22/2016,400000,400000,2016
71,"Krones AG & Krones, Inc.",NP,Fraud - General,Pennsylvania - Western District,Germany,11/8/2012,15000000,15000000,2012
369,Kroy Corp.,plea,Environmental,Florida - Southern District,United States,2/12/2010,40000,40000,2010
1684,Kuhne Nagel Int'l AG,plea,Antitrust,USDOJ - Antitrust Division (Washington D.C.),Switzerland,11/15/2011,9865044,9865044,2011
1686,L&I Gallo Inc.,plea,False Statements,Florida - Southern District,United States,1/29/2004,4000,4000,2004
370,L&M Manufacturing Corp.,plea,Import / Export,Connecticut,United States,5/22/2007,25000,25000,2007
1687,L&T Seals Inc.,plea,Fraud - General,Missouri - Western District,United States,1/16/2002,0,421607,2002
72,"L.E. Coppersmith, Inc.",DP,False Statements,California - Central District,United States,4/4/2011,7000,7000,2011
1688,"LA Medical Group, Inc.",plea,Fraud - Accounting,Louisiana - Eastern District,United States,9/6/2013,0,494268,2013
1689,LAN Cargo S.A.,plea,Antitrust,USDOJ - Antitrust Division,"Chile, Brazil",2/19/2009,88000000,88000000,2009
2985,LATAM Airlines Group S.A.,DP,FCPA,USDOJ - Criminal Division - Fraud Section,Chile,7/25/2016,22187788,22187788,2016
788,LBBW (Schweiz) AG,NP,Fraud - Tax,USDOJ - Tax Division,Switzerland,5/20/2015,34000,34000,2015
1690,LG Chem Ltd.,plea,Antitrust,California - Northern District,non - U.S.,10/15/2013,1056000,1056000,2013
377,LG Display America Inc.,plea,Antitrust,USDOJ - Antitrust Division,South Korea,12/23/2008,400000000,400000000,2008
1691,LM Products Inc.,plea,Other,Ohio - Southern District,United States,5/2/2007,15000,15000,2007
381,"LPPAI, Ltd.",plea,Import / Export,District of Columbia,United States,12/21/2005,50000,50000,2005
382,"LWC Management, Inc.",plea,Environmental,Louisiana - Western District,United States,6/15/2011,240000,240000,2011
3004,"La Moda XVII, Inc",plea,Food,USAO-Environmental and Community Safety Crimes Section (Los Angeles),United States,3/30/2016,2500,2500,2016
1692,LaClair Enterprises Inc.,plea,Environmental,New York - Western District,United States,12/2/2003,70000,73488,2003
1694,LaGrou Distribution Systems Inc.,plea,Food,Illinois - Northern District,United States,6/23/2005,0,8200000,2005
1695,LaRosa Fuel Co. Inc.,plea,Environmental,West Virginia - Northern District,United States,6/14/2005,50000,50000,2005
1698,Labs of Virginia Inc.,plea,Import / Export,illinois - Northern District,United States,12/20/2004,500000,500000,2004
1699,"Lagoon Landing, LLC",plea,Environmental,Florida - Northern District,United States,7/26/2013,2150000,3150000,2013
371,"Laidlow Environmental Services, Inc.",plea,Environmental,New York - Northern District,United States,8/20/2007,250000,250000,2007
1701,Lake Wheeler Grocery & Hardware Inc.,plea,Gambling,North Carolina - Eastern District,United States,5/24/2006,15000,15000,2006
1702,Lakeview Packing Co. Inc.,plea,Environmental,North Carolina - Eastern District,United States,8/5/2002,75000,75000,2002
1703,Lambert's Asbestos Removal Service Inc.,plea,Fraud - General,New York - Northern District,United States,5/15/2006,100000,100000,2006
1704,Landmark Food Corp.,plea,Antitrust,New York - Southern District,United States,8/9/2001,400000,1900000,2001
1705,Lanter Co.,plea,Food,Illinois - Southern District,United States,8/15/2005,2000,277400,2005
372,Laparkan Trading Ltd. Co.,plea,Environmental,Florida - Southern District,United States,5/11/2005,75000,135000,2005
373,Larson-Quinn Co.,plea,Fraud - General,Wisconsin - Western District,United States,6/25/2002,275000,475000,2002
3060,Las Vegas Sands Corp.,NP,FCPA,USDOJ - Criminal Division - Fraud Section,United States,1/17/2017,47400300,47400300,2017
73,Las Vegas Sands Corp.,NP,Bank Secrecy Act,California - Central District,United States,8/26/2013,47400000,47400000,2013
1706,Latin Node,plea,FCPA,USDOJ - Criminal Division - Fraud Section,United States,4/8/2009,2000000,2000000,2009
1707,Lawrence Aviation Industries Inc.,plea,Environmental,New York - Eastern District,United States,12/14/2012,0,105816,2012
2620,"Lawrence B. Iken, DPM, LLC",plea,Fraud - Health Care,Missouri - Eastern District,United States,1/13/2015,0,999169,2015
74,"Lawson Products, Inc.",DP,Fraud - General,Illinois - Northern District,United States,8/1/2008,0,30000000,2008
1708,LeMons LLC,plea,Other,"Texas - Southern District,Texas - Southern District (Financial Litigation)",United States,12/12/2001,490000,490000,2001
2622,"Leading Edge Aviation Services, Inc.",plea,Environmental,Mississippi - Northern District,United States,11/6/2014,700000,700000,2014
374,"Lebanon Cheese Co., Inc.",plea,Food,Pennsylvania - Eastern District,United States,8/7/2012,200000,200000,2012
2623,"Lee County Building Supply, Inc.",plea,Fraud - Tax,Kentucky - Eastern District,United States,11/24/2014,0,183000,2014
1709,Leeds Industrial Park Inc.,plea,Other,Missouri - Western District,United States,5/21/2002,5000,5000,2002
3066,"Legacy Seafoods, Inc",plea,FDCA / Pharma,Massachusetts,United States,12/28/2016,,25000,2016
3008,"Lehal Enterprises, Inc.",plea,Other,Maryland,United States,11/20/2015,,41273,2015
375,"Leiner Health Products, LLC",plea,Fraud - General,South Carolina,United States,7/16/2008,1000000,1000000,2008
1710,Leisure Time Amusements Inc.,plea,Gambling,Indiana - Northern District,United States,9/13/2001,40000,40000,2001
376,"Lenar Equipment, Inc.",plea,Import / Export,Oregon,United States,10/10/2008,20000,30000,2008
608,"Lend Lease (US) Construction LMB, Inc.",DP,Fraud - General,New York - Eastern District,United States,4/24/2012,40500000,56645000,2012
75,"Lender Processing Services, Inc.",NP,Fraud - General,"Florida - Middle District,USDOJ - Criminal Division - Fraud Section",United States,2/15/2013,15000000,35000000,2013
2746,Leodan Privatbank AG,NP,Fraud - Tax,,Switzerland,1/1/2016,500000,500000,2016
76,Liechtensteinische Landesbank AG,NP,Fraud - Tax,New York - Southern District,Switzerland,7/24/2013,0,23841542,2013
1711,Lieze Associates Inc.,plea,Fraud - General,New York - Northern District,United States,12/29/2011,500000,571285,2011
2624,Life Support Corp.,plea,Fraud - Health Care,Pennsylvania - Eastern District,United States,2/27/2015,0,2063465,2015
2842,Lifechem,plea,Kickbacks,Massachusetts,United States,2/2/2000,36640000,36640000,2000
3127,"Lifeline Home Health Services, LLC",plea,Fraud - Health Care,Ohio - Northern District,United States,12/15/2016,0,3436876,2016
2843,Lifescan Inc.,plea,FDCA / Pharma,California - Northern District,United States,4/30/2001,29400,29400,2001
378,"Lift Forwarders, Inc.",plea,Antitrust,USDOJ - Antitrust Division,United States,10/17/2007,140000,140000,2007
1712,Lighthouse Media Group Inc.,plea,Fraud - General,Florida - Middle District,United States,10/7/2002,0,108955,2002
1713,Liko Inc.,plea,Fraud - General,Florida - Middle District,United States,8/8/2007,59667,59667,2007
379,Linder Oil Co.,plea,Environmental,Louisiana - Eastern District,United States,9/9/2009,50000,70000,2009
1714,Little Rhody Beagle Club Inc.,plea,Environmental,Rhode Island,United States,3/5/2007,18145,20000,2007
78,Lloyds Banking Group plc,DP,Fraud - General,"USDOJ - Antitrust Division,USDOJ - Criminal Division - Fraud Section",United Kingdom,7/28/2014,175000000,175000000,2014
79,Lloyds TSB Bank plc,DP,Import / Export,USDOJ,United Kingdom,1/9/2009,0,175000000,2009
1715,Lochirco Fruit and Produce Inc.,plea,Immigration,Missouri - Eastern District,United States,2/7/2008,99000,99000,2008
1716,Loeb & Mayer Inc.,plea,Antitrust,New York - Southern District,United States,11/5/2001,0,2100000,2001
1717,Log Creek Properties LLC,plea,Wildlife,Kentucky - Western District,United States,6/18/2004,15000,15000,2004
1718,Logan City Municipal Corp.,plea,Environmental,Utah,United States,2/23/2010,10000,10000,2010
1719,Logan Communications LLC,plea,Other,Pennsylvania - Middle District,United States,3/27/2009,37500,37500,2009
1720,LogicaCMG Inc.,plea,Import / Export,New Hampshire,United States,4/30/2007,50000,50000,2007
1721,Lonedell Investment Company LLC,plea,Fraud - General,Missouri - Eastern District,United States,9/6/2007,0,4074029,2007
1722,Longley Jones Management Corp.,plea,Environmental,Virginia - Eastern District,United States,7/12/2006,4000000,4000000,2006
2845,Lonza AG,plea,Antitrust,USDOJ - Antitrust Division (Dallas),United States,3/8/2000,10500000,10500000,2000
1723,"Los Angeles Doctors Hospital, Inc.",plea,Kickbacks,California - Central District,United States,1/30/2013,0,15947785,2013
1724,Los Angeles Drum & Barrel Co.,plea,Environmental,California - Central District,United States,3/4/2009,300000,352288,2009
1725,Lottzo's Inc.,plea,Wildlife,USDOJ - Environment & Natural Resources Division - Wildlife & Marine Resources Section,United States,9/24/2003,75000,75000,2003
609,Louis Berger Group,DP,Fraud - General,New Jersey,United States,11/5/2010,18700000,18700000,2010
784,"Louis Berger International, Inc.",DP,FCPA,"New Jersey,USDOJ - Criminal Division - Fraud Section",United States,7/7/2015,17100000,17100000,2015
380,Louisiana Land & Water Co.,plea,Environmental,Louisiana - Western District,United States,6/15/2011,300000,300000,2011
1726,Lounia Shipping Co. Ltd.,plea,Act to Prevent Pollution from Ships,Oregon,Cyprus,11/4/2011,750000,750000,2011
610,"Love Irrigation, Inc.",DP,Immigration,Mississippi - Southern District,United States,5/22/2012,125000,515110,2012
700,"Lucent Technologies, Inc.",NP,FCPA,USDOJ - Criminal Division - Fraud Section,United States,11/1/2007,1000000,1000000,2007
2963,"Lumber Liquidators, Inc.",plea,Import / Export,"Virginia - Eastern District,USDOJ - Environment & Natural Resources Division - Environmental Crimes Section",United States,2/3/2016,7800000,7800000,2016
3017,"Lutz Roofing Co., Inc.",plea,Fraud - General,Michigan - Eastern District,United States,8/8/2016,100000,274778,2016
1728,Luxury Wheels O.E. Plating Inc.,plea,Environmental,Colorado,United States,9/29/2006,40000,390000,2006
81,Luzerner Kantonalbank AG,NP,Fraud - Tax,USDOJ - Tax Division,Switzerland,10/27/2015,11031000,11031000,2015
1729,Lynn Plasma Inc.,plea,Environmental,Idaho,United States,4/5/2005,25000,25000,2005
1730,Lynnhaven Inn Inc.,plea,Wildlife,Virginia - Eastern District,United States,3/12/2001,10000,10000,2001
1731,M & B Builders LLC,plea,Antitrust,"Alabama - Southern District,USDOJ - Antitrust Division (Atlanta)",United States,1/20/2012,250000,268345,2012
1732,M & F Meat Products Co.,plea,Antitrust,New York - Southern District,United States,11/2/2001,200000,740000,2001
1733,M & G Properties II Inc.,plea,Fraud - General,North Carolina - Eastern District,United States,11/27/2006,0,7500293,2006
1734,M & S Tax Advisors,plea,Fraud - General,Ohio - Northern District,United States,8/25/2004,500,500,2004
2965,"M P America, LLC",plea,Food,USDOJ - Criminal Division (California - Central District),United States,11/30/2015,65000,103110,2015
1735,"M Trade, Inc.",plea,Money Laundering,California - Southern District,United States,10/23/2013,0,65440,2013
1736,M-CFHC Inc.,plea,Fraud - Health Care,Illinois - Southern District,United States,4/6/2010,0,49015,2010
384,M. Weingold & Co. and Harry Rock & Associates,plea,Antitrust,USDOJ - Antitrust Division,United States,5/20/2005,5300000,5300000,2005
1738,MAAF Assurances,plea,False Statements,California - Central District,United States,1/23/2004,10000000,10000000,2004
1739,MAXMARKETPLACES Inc.,plea,False Statements,Alabama - Northern District,United States,2/25/2008,25000,25000,2008
2631,"MBR Associates, Inc.",plea,Kickbacks,USDOJ - Criminal Division (California - Southern District),United States,7/2/2014,375000,375000,2014
3111,MCC Construction Corp.,plea,Fraud - General,District of Columbia,United States,3/17/2016,500000,500000,2016
1740,MCK Building Associates Inc.,plea,Fraud - General,New York - Northern District,United States,5/9/2008,30000,30000,2008
2632,"MCNEIL-PPC, INC.",plea,FDCA / Pharma,Pennsylvania - Eastern District,United States,3/17/2015,20000000,25000000,2015
1741,MCO Media Group Inc.,plea,Fraud - General,Ohio - Northern District,United States,8/27/2007,6000,237000,2007
393,"MCP Urethanes, Inc.",plea,Environmental,USDOJ - Criminal Division (California - Central District),United States,3/6/2006,300000,305000,2006
1742,MFA Inc.,plea,Environmental,Missouri - Eastern District,United States,10/3/2007,100000,100000,2007
1743,MGC Trading Corp.,plea,Environmental,Florida - Southern District,United States,10/30/2003,3000,3000,2003
401,"MK Shipmanagement Co., Ltd.",plea,Environmental,"New Jersey,USDOJ - Environment & Natural Resources Division",United States,8/10/2006,200000,200000,2006
1745,MMF Inc.,plea,Environmental,Ohio - Southern District,United States,2/21/2003,25000,35000,2003
402,"MMS CO., Ltd.",plea,Act to Prevent Pollution from Ships,Oregon,Japan,4/7/2004,500000,1000000,2004
620,MRA Holdings LLC,DP,Other,Florida - Northern District,United States,9/1/2006,2100000,2100000,2006
1746,MRCA Information Services Inc.,plea,Other,Connecticut,United States,2/16/2001,1500000,1500000,2001
1747,MSC Ship Management,plea,Environmental,USDOJ - Environment & Natural Resources Division,Hong Kong,2/2/2006,10000000,10500000,2006
2846,MSE Inc.,plea,Other,Montana,United States,4/27/2000,97500,97500,2000
411,MTS Systems Corp.,plea,Import / Export,Minnesota,United States,3/20/2008,400000,400000,2008
1748,Mabass Inc.,plea,Other,New York - Eastern District,United States,2/23/2009,0,14000,2009
385,"Mac's Radiator and Repair, Inc.",plea,Environmental,Idaho,United States,4/24/2002,90000,90000,2002
386,"MacDermid, Inc.",plea,Environmental,Connecticut,United States,11/29/2001,2000000,2000000,2001
1749,Mace Personal Defense Inc.,plea,Environmental,Vermont,United States,6/1/2011,100000,100000,2011
1750,Mach 2 Metals Inc.,plea,Fraud - General,California - Southern District,United States,5/3/2011,90000,141350,2011
1751,Mack Associates Inc.,plea,Immigration,Nevada,United States,8/8/2008,1000000,1000000,2008
1753,Macsons Inc.,plea,False Statements,Virginia - Eastern District,United States,1/7/2004,100000,100000,2004
3121,Mad Dog USA Enterprises LLC,plea,,Georgia - Northern District,United States,2/26/2016,3000000,3000000,2016
387,"Madison Contractors, Inc.",plea,Environmental,Tennessee - Middle District,United States,1/26/2011,20000,20000,2011
82,"Maerki Baumann & Co., AG",NP,Fraud - Tax,USDOJ - Tax Division,Switzerland,11/4/2015,23920000,23920000,2015
1754,Magid Glove and Safety Manufacturing Co. LLC,plea,Other,Illinois - Northern District,United States,10/28/2003,150000,150000,2003
388,"Magnagro Int'l, Inc.",plea,Environmental,Kansas,United States,7/13/2009,240000,240000,2009
612,"Magyar Telekom, Plc.",DP,FCPA,"USDOJ - Criminal Division - Fraud Section,Virginia - Eastern District",Hungary,12/29/2011,59600000,59600000,2011
2625,"Main Street Family Pharmacy, LLC",plea,Food,Tennessee - Western District,United States,12/10/2014,25000,25000,2014
1756,Maine Biological Laboratories Inc.,plea,Import / Export,Maine,United States,8/9/2005,500000,500000,2005
1757,Malak Inc.,plea,Bank Secrecy Act,Louisiana - Eastern District,United States,10/10/2001,0,128899,2001
1758,Malter Galleries Inc.,plea,Other,California - Central District,United States,3/20/2012,0,16216,2012
2847,Man Wah Construction Co. Inc.,plea,Environmental,California - Northern District,United States,4/10/2001,50000,50000,2001
2626,"Man Wah Construction Company, Inc.",plea,Environmental,California - Northern District,United States,4/6/2001,50000,50000,2001
1759,Management Assistance Group Inc.,plea,Kickbacks,California - Northern District,United States,3/30/2001,1000000,1000000,2001
1760,Mandaree Medical Co.,plea,Import / Export,Ohio - Northern District,United States,11/20/2001,100000,100000,2001
1761,Manganas Painting Co. Inc.,plea,Environmental,Pennsylvania - Western District,United States,8/28/2002,50000,50000,2002
1762,Manhattan KC LLC,plea,Environmental,Missouri - Western District,United States,11/8/2007,75000,75000,2007
2627,"Mann Distribution, LLC",plea,Environmental,Rhode Island,United States,5/11/2015,200000,200000,2015
1763,Mansiones de Hacienda Jimenez Corp.,plea,Environmental,Puerto Rico,United States,2/28/2013,175000,175000,2013
1764,Manterola Sheep Co. Inc.,plea,Wildlife,Arizona,United States,1/31/2005,0,45000,2005
1765,Mantra Films Inc.,plea,Other,"Florida - Northern District,USDOJ - Criminal Division - Obscenity Prosecution Task Force",United States,12/15/2006,1600000,1600000,2006
1766,Mar-Cone Appliance Parts Co.,plea,Other,Florida - Southern District,United States,3/25/2010,500000,500000,2010
1767,Marcor Remediation Inc.,plea,False Statements,Virginia - Eastern District,United States,10/8/2003,200000,200000,2003
389,Marcus Food Co.,plea,Food,Texas - Eastern District,United States,5/17/2012,0,88283,2012
1768,Marie Selby Botanical Gardens Inc.,plea,Wildlife,"Florida - Middle District,USDOJ - Wildlife & Marine Resources Section",United States,4/9/2004,5000,5000,2004
2628,"Marietta Industrial Enterprises, Inc.",plea,Environmental,Ohio - Southern District,United States,4/8/2014,37500,37500,2014
2977,"Marietta Industrial Enterprises, Inc.",plea,Environmental,Ohio - Southern District,United States,12/21/2015,35000,36651,2015
1769,Marine Environmental Services,plea,Environmental,Virginia - Eastern District,United States,8/26/2011,10000,10000,2011
2629,Marine Managers LTD,plea,Act to Prevent Pollution from Ships,"USDOJ - Environment & Natural Resources Division - Environmental Crimes Section,Louisiana - Eastern District",non - U.S.,10/2/2014,400000,400000,2014
1770,Marine's Produce,plea,Other,USDOJ - Criminal Division (California - Southern District),United States,8/2/2001,30000,30000,2001
2931,Marine's Produce Corp.,plea,Import / Export,California - Southern District,United States,8/2/2001,30000,30000,2001
1771,"Market Central, Inc.",plea,Other,North Carolina - Eastern District,United States,4/26/2005,50000,50000,2005
1772,Marmaras Navigation Ltd.,plea,Act to Prevent Pollution from Ships,Washington - Western District,Greece,7/9/2004,200000,200000,2004
1773,Marsellis-Warner Corp.,plea,False Statements,New Jersey,United States,6/10/2004,60000,93400,2004
1774,Mart Haller Inc.,plea,Import / Export,Connecticut,United States,9/10/2003,50000,50000,2003
1775,Martin Environmental Laboratories Inc.,plea,Fraud - General,"Michigan - Eastern District,USDOJ",United States,5/2/2002,5000,21782,2002
1776,Martin Gas Sales Inc.,plea,Environmental,Texas - Eastern District,United States,7/31/2002,50000,50000,2002
1777,Martinair Holland N.V.,plea,Antitrust,USDOJ - Antitrust Division,Netherlands,7/23/2008,42000000,42000000,2008
1778,Martisco Paper Co. Inc.,plea,Environmental,New York - Northern District,United States,1/4/2002,0,40000,2002
2630,Marubeni Corp.,plea,FCPA,"USDOJ - Criminal Division - Fraud Section,Connecticut",Japan,5/21/2014,88000000,88000000,2014
613,Marubeni Corp.,DP,FCPA,USDOJ - Criminal Division - Fraud Section,Japan,1/17/2012,54600000,54600000,2012
1779,Maryland Specialty Wire Inc.,plea,Other,New York - Northern District,United States,7/25/2001,500000,600000,2001
1780,Masada Oil & Gas Co.,plea,Wildlife,Texas - Northern District,United States,9/29/2004,1000,1000,2004
1781,Masami Cattle Ranch,plea,Environmental,California - Eastern District,United States,3/27/2002,1450000,1450000,2002
1782,Master Cutlery Inc.,plea,Import / Export,New Jersey,United States,1/10/2011,400000,400000,2011
1783,Master-Sort Inc.,plea,Fraud - General,California - Central District,United States,3/3/2003,0,3000000,2003
1784,Mastermind Shipmanagement Ltd.,plea,Act to Prevent Pollution from Ships,Louisiana - Eastern District,United States,1/10/2013,750000,750000,2013
1785,Matson Navigation Co. Inc.,plea,False Statements,"California - Central District,California - Northern District,Washington - Western District",United States,2/9/2001,2000000,2000000,2001
390,"Max World Entertainment, Inc.",plea,Other,"Florida - Middle District,USDOJ,USDOJ - Criminal Division",United States,10/6/2008,75000,75000,2008
614,"Maxim Healthcare Services, Inc.",DP,Fraud - Health Care,New Jersey,United States,9/6/2011,20000000,20000000,2011
616,Maxwell Technologies,DP,FCPA,"California - Southern District,USDOJ - Criminal Division - Fraud Section",United States,1/31/2011,8000000,8000000,2011
1786,Maxzone Vehicle Lighting Corp.,plea,Antitrust,USDOJ - Antitrust Division (San Francisco),United States,11/16/2011,43000000,43000000,2011
